A,OpenStartPage,1449593557082,663,false
A,Homepage,1449593557864,2702,false
A,HomepageAgain,1449593560626,2311,false
A,GoToRegister,1449593563032,1136,false
A,Account_Login_clickGoToNewCustomer,1449593564305,2301,false
A,Register,1449593566706,8670,false
A,Logout,1449593575432,2758,false
A,GoToHomepage,1449593578301,3374,false
A,Login,1449593581781,559,false
A,OpenUserPanel,1449593582475,1092,false
A,GotoMyAccountLogin,1449593583700,8101,false
A,GoToAddressBook,1449593591920,5557,false
A,CreateNewAddress,1449593597548,1251,false
A,CreateAddressDialog,1449593598916,17722,false
A,GoToAccount,1449593616725,129,false
A,OpenUserMenu,1449593616944,694,false
A,GotoMyAccount,1449593617743,2383,false
A,GoToAddressBook,1449593620236,5641,false
A,CreateNewAddress,1449593625975,1518,false
A,CreateAddressDialog,1449593627614,17904,false
A,GoToAccount,1449593645563,164,false
A,GoToPaymentSettings,1449593645821,5028,false
A,AddCreditCard,1449593650913,1592,false
A,ApplyCreditCardDialog,1449593652573,9828,false
A,GoToAccount,1449593662491,129,false
A,OpenUserMenu,1449593662736,744,false
A,GotoMyAccount,1449593663553,2413,false
A,OpenUserPanel,1449593666072,678,false
A,Logout,1449593666825,2529,false
A,SearchProductByName,1449593669417,3878,false
A,ConfigureProduct,1449593673388,2371,false
A,AddToCart,1449593675807,1964,false
A,ViewCart,1449593677864,3024,false
A,SearchProductByName,1449593680995,3812,false
A,ConfigureProduct,1449593684897,2382,false
A,AddToCart,1449593687362,1588,false
A,ViewCart,1449593689050,3497,false
A,Checkout,1449593692611,3678,false
A,CheckoutLogin,1449593696432,19479,false
A,CheckoutShipping,1449593715963,20677,false
A,CheckoutBilling,1449593736722,17044,false
A,CheckoutPlaceOrder,1449593753884,19792,false
A,OpenUserPanel,1449593773726,596,false
A,Logout,1449593774433,2732,false
A,GoToLogin,1449593777298,1670,false
A,GoToCheckOrderStatus,1449593779118,16333,false
A,ReturnToShopping,1449593795576,3343,false
